image_path,x_norm,y_norm
datasets/dataset_labeled_5/1652876485.8123376_0352.jpg,0.487805,0.342397
datasets/dataset_labeled_5/1652876013.741493_0367.jpg,0.589551,0.353397
datasets/dataset_labeled_5/1653043345.3415065_0377.jpg,0.474055,0.383646
datasets/dataset_labeled_5/1652959186.4507334_0769.jpg,0.886539,0.76588
datasets/dataset_labeled_5/1653043428.8546412_0678.jpg,0.408058,0.684758
datasets/dataset_labeled_5/1653043345.3415065_0328.jpg,0.232065,0.412519
datasets/dataset_labeled_5/1652959186.4507334_0635.jpg,0.084946,0.519765
datasets/dataset_labeled_5/1652876206.2541456_0823.jpg,0.636299,0.463392
datasets/dataset_labeled_5/1653042695.4914637_0255.jpg,0.886539,0.64626
datasets/dataset_labeled_5/1652875901.3107166_0535.jpg,0.315937,0.471642
datasets/dataset_labeled_5/1652875901.3107166_0690.jpg,0.578551,0.530765
datasets/dataset_labeled_5/1653043428.8546412_0566.jpg,0.617049,0.525265
datasets/dataset_labeled_5/1652876485.8123376_0426.jpg,0.663798,0.394645
datasets/dataset_labeled_5/1652959347.972946_0373.jpg,0.882414,0.551389
datasets/dataset_labeled_5/1652876013.741493_0317.jpg,0.500179,0.52664
datasets/dataset_labeled_5/1653043428.8546412_0591.jpg,0.24444,0.378146
datasets/dataset_labeled_5/1652959186.4507334_0528.jpg,0.487805,0.416644
datasets/dataset_labeled_5/1653043202.5073502_0705.jpg,0.039573,0.583012
datasets/dataset_labeled_5/1652875901.3107166_0175.jpg,0.159193,0.621511
datasets/dataset_labeled_5/1652959347.972946_0431.jpg,0.479555,0.40427
datasets/dataset_labeled_5/1652876485.8123376_0168.jpg,0.963535,0.761755
datasets/dataset_labeled_5/1652876013.741493_0238.jpg,0.84254,0.419394
datasets/dataset_labeled_5/1652876485.8123376_0886.jpg,0.754544,0.614636
datasets/dataset_labeled_5/1652959186.4507334_0293.jpg,0.531803,0.357522
datasets/dataset_labeled_5/1652876013.741493_0014.jpg,0.667922,0.369896
datasets/dataset_labeled_5/1653042695.4914637_0429.jpg,0.687172,0.591262
datasets/dataset_labeled_5/1653043202.5073502_0465.jpg,0.463056,0.591262
datasets/dataset_labeled_5/1653042775.5213027_0088.jpg,0.040948,0.677884
datasets/dataset_labeled_5/1652876206.2541456_0861.jpg,0.48643,0.38502
datasets/dataset_labeled_5/1653042695.4914637_0129.jpg,0.676172,0.490891
datasets/dataset_labeled_5/1652959347.972946_0498.jpg,0.959411,0.565138
datasets/dataset_labeled_5/1653043428.8546412_0035.jpg,0.465806,0.400145
datasets/dataset_labeled_5/1652876485.8123376_0271.jpg,0.408058,0.467517
datasets/dataset_labeled_5/1653043428.8546412_0340.jpg,0.133069,0.691633
datasets/dataset_labeled_5/1652959186.4507334_0252.jpg,0.204566,0.497766
datasets/dataset_labeled_5/1653043202.5073502_0413.jpg,0.685797,0.574763
datasets/dataset_labeled_5/1653043428.8546412_0280.jpg,0.453431,0.40702
datasets/dataset_labeled_5/1652876013.741493_0267.jpg,0.541428,0.39602
datasets/dataset_labeled_5/1653043345.3415065_0240.jpg,0.441057,0.587137
datasets/dataset_labeled_5/1652876206.2541456_0063.jpg,0.537303,0.39327
datasets/dataset_labeled_5/1652876013.741493_0459.jpg,0.633549,0.600887
datasets/dataset_labeled_5/1652876485.8123376_0081.jpg,0.509804,0.382271
datasets/dataset_labeled_5/1653043428.8546412_0612.jpg,0.507054,0.427644
datasets/dataset_labeled_5/1652875901.3107166_0638.jpg,0.196317,0.534889
datasets/dataset_labeled_5/1652959186.4507334_0226.jpg,0.493305,0.453768
datasets/dataset_labeled_5/1653043549.5187616_0093.jpg,0.909913,0.679259
datasets/dataset_labeled_5/1653043428.8546412_0491.jpg,0.376434,0.486766
datasets/dataset_labeled_5/1652876206.2541456_0599.jpg,0.509804,0.408395
datasets/dataset_labeled_5/1652959347.972946_0594.jpg,0.523553,0.456518
datasets/dataset_labeled_5/1653043202.5073502_0279.jpg,0.530428,0.559638
datasets/dataset_labeled_5/1653043345.3415065_0405.jpg,0.087696,0.591262
datasets/dataset_labeled_5/1653042695.4914637_0332.jpg,0.530428,0.420769
datasets/dataset_labeled_5/1652876485.8123376_0741.jpg,0.526303,0.412519
datasets/dataset_labeled_5/1653042775.5213027_0035.jpg,0.504304,0.550014
datasets/dataset_labeled_5/1653042695.4914637_0368.jpg,0.885164,0.660009
datasets/dataset_labeled_5/1652959347.972946_0317.jpg,0.494679,0.459267
datasets/dataset_labeled_5/1652959186.4507334_0661.jpg,0.522178,0.460642
datasets/dataset_labeled_5/1652875901.3107166_0079.jpg,0.573051,0.423519
datasets/dataset_labeled_5/1652876485.8123376_0519.jpg,0.552427,0.418019
datasets/dataset_labeled_5/1653043428.8546412_0109.jpg,0.544177,0.453768
datasets/dataset_labeled_5/1652876206.2541456_0231.jpg,0.046448,0.64076
datasets/dataset_labeled_5/1652959347.972946_0589.jpg,0.753169,0.495016
datasets/dataset_labeled_5/1653043345.3415065_0229.jpg,0.905788,0.682008
datasets/dataset_labeled_5/1653043202.5073502_0339.jpg,0.134444,0.569263
datasets/dataset_labeled_5/1652876013.741493_0124.jpg,0.672047,0.52939
datasets/dataset_labeled_5/1652959186.4507334_0344.jpg,0.171568,0.573388
datasets/dataset_labeled_5/1652876485.8123376_0268.jpg,0.498804,0.437268
datasets/dataset_labeled_5/1652875901.3107166_0378.jpg,0.599175,0.473017
datasets/dataset_labeled_5/1653043202.5073502_0434.jpg,0.10557,0.581637
datasets/dataset_labeled_5/1652959186.4507334_0170.jpg,0.5978,0.485391
