image_path,x_norm,y_norm
dataset_labeled_2/1653043202.5073502_0672.jpg,0.989112,0.87576
dataset_labeled_2/1652876485.8123376_0424.jpg,0.70034,0.325512
dataset_labeled_2/1653043345.3415065_0231.jpg,0.935955,0.687555
dataset_labeled_2/1653043428.8546412_0164.jpg,0.138598,0.696175
dataset_labeled_2/1653043428.8546412_0204.jpg,0.527938,0.608538
dataset_labeled_2/1652959186.4507334_0643.jpg,0.293759,0.326948
dataset_labeled_2/1652876485.8123376_0996.jpg,0.991986,0.604228
dataset_labeled_2/1652876485.8123376_0789.jpg,0.486274,0.339878
dataset_labeled_2/1652959347.972946_0458.jpg,0.966125,0.572621
dataset_labeled_2/1653043202.5073502_0287.jpg,0.36703,0.528083
dataset_labeled_2/1652876013.741493_0182.jpg,0.674479,0.342752
dataset_labeled_2/1652875901.3107166_0416.jpg,0.106991,0.55107
dataset_labeled_2/1652876013.741493_0230.jpg,0.993422,0.663131
dataset_labeled_2/1652876206.2541456_0153.jpg,0.588279,0.430389
dataset_labeled_2/1652876485.8123376_0471.jpg,0.527938,0.377232
dataset_labeled_2/1652959186.4507334_0476.jpg,0.494894,0.479236
dataset_labeled_2/1652876485.8123376_0209.jpg,0.934519,0.632961
dataset_labeled_2/1652959186.4507334_0747.jpg,0.265026,0.476363
dataset_labeled_2/1653043428.8546412_0463.jpg,0.458978,0.367175
dataset_labeled_2/1653043202.5073502_0284.jpg,0.6831,0.625778
dataset_labeled_2/1653042695.4914637_0317.jpg,0.961815,0.574057
dataset_labeled_2/1652959186.4507334_0842.jpg,0.352663,0.459123
dataset_labeled_2/1652876013.741493_0594.jpg,0.559545,0.440446
dataset_labeled_2/1653043202.5073502_0767.jpg,0.552362,0.513717
dataset_labeled_2/1653042695.4914637_0418.jpg,0.486274,0.446193
dataset_labeled_2/1652876013.741493_0429.jpg,0.895728,0.48211
dataset_labeled_2/1653042695.4914637_0263.jpg,0.787977,0.405966
dataset_labeled_2/1653043428.8546412_0366.jpg,0.41875,0.391599
dataset_labeled_2/1652876485.8123376_0660.jpg,0.476218,0.390162
dataset_labeled_2/1652876206.2541456_0470.jpg,0.454667,0.312582
dataset_labeled_2/1653042775.5213027_0222.jpg,0.546615,0.335568
dataset_labeled_2/1652876485.8123376_0933.jpg,0.036594,0.696175
dataset_labeled_2/1652959186.4507334_0863.jpg,0.476218,0.602791
dataset_labeled_2/1653042775.5213027_0332.jpg,0.625632,0.509407
dataset_labeled_2/1652876206.2541456_0341.jpg,0.131414,0.489293
dataset_labeled_2/1653042695.4914637_0278.jpg,0.572475,0.355682
dataset_labeled_2/1652876485.8123376_0315.jpg,0.996296,0.640145
dataset_labeled_2/1653043202.5073502_0276.jpg,0.677353,0.528083
dataset_labeled_2/1652876485.8123376_0796.jpg,0.480528,0.311145
dataset_labeled_2/1652876013.741493_0124.jpg,0.690283,0.50797
dataset_labeled_2/1653043202.5073502_0324.jpg,0.428807,0.378669
dataset_labeled_2/1652959186.4507334_0454.jpg,0.898602,0.480673
dataset_labeled_2/1652875901.3107166_0158.jpg,0.598335,0.414586
dataset_labeled_2/1652876206.2541456_0502.jpg,0.552362,0.319765
dataset_labeled_2/1652959347.972946_0216.jpg,0.624196,0.4778
dataset_labeled_2/1653043428.8546412_0323.jpg,0.575349,0.561127
dataset_labeled_2/1652876013.741493_0635.jpg,0.994859,0.861393
dataset_labeled_2/1653043428.8546412_0140.jpg,0.835388,0.614284
dataset_labeled_2/1652876485.8123376_0359.jpg,0.532248,0.334132
dataset_labeled_2/1653042695.4914637_0419.jpg,0.553798,0.423206
dataset_labeled_2/1652959347.972946_0185.jpg,0.469034,0.384416
dataset_labeled_2/1653042775.5213027_0208.jpg,0.022227,0.582677
dataset_labeled_2/1652876206.2541456_0371.jpg,0.489148,0.309708
dataset_labeled_2/1652876206.2541456_0440.jpg,0.377087,0.594171
dataset_labeled_2/1652959186.4507334_0794.jpg,0.444611,0.553944
dataset_labeled_2/1653042695.4914637_0447.jpg,0.990549,0.799616
dataset_labeled_2/1652875851.3497071_0068.jpg,0.484838,0.368612
dataset_labeled_2/1653043345.3415065_0087.jpg,0.062454,0.417459
dataset_labeled_2/1652959186.4507334_0505.jpg,0.082567,0.446193
dataset_labeled_2/1653042775.5213027_0351.jpg,0.121358,0.707668
dataset_labeled_2/1652959186.4507334_0907.jpg,0.621322,0.416022
dataset_labeled_2/1652876013.741493_0497.jpg,0.309563,0.439009
dataset_labeled_2/1652875851.3497071_0066.jpg,0.479091,0.377232
dataset_labeled_2/1653043345.3415065_0292.jpg,0.888545,0.54676
dataset_labeled_2/1652876206.2541456_0119.jpg,0.454667,0.352809
dataset_labeled_2/1653042695.4914637_0461.jpg,0.02079,0.588424
dataset_labeled_2/1652959347.972946_0159.jpg,0.694593,0.579804
dataset_labeled_2/1653043202.5073502_0233.jpg,0.253532,0.608538
dataset_labeled_2/1653043345.3415065_0453.jpg,0.03803,0.470616
dataset_labeled_2/1653043428.8546412_0640.jpg,0.496331,0.347062
dataset_labeled_2/1652876013.741493_0059.jpg,0.608392,0.375795
dataset_labeled_2/1652959186.4507334_0378.jpg,0.509261,0.522337
dataset_labeled_2/1653043428.8546412_0659.jpg,0.464724,0.591297
dataset_labeled_2/1653043345.3415065_0279.jpg,0.594025,0.358555
dataset_labeled_2/1653043428.8546412_0378.jpg,0.503515,0.4778
dataset_labeled_2/1652876013.741493_0016.jpg,0.670169,0.357119
dataset_labeled_2/1653043428.8546412_0187.jpg,0.568165,0.358555
dataset_labeled_2/1653043428.8546412_0250.jpg,0.374213,0.365739
dataset_labeled_2/1653043202.5073502_0527.jpg,0.460414,0.545324
dataset_labeled_2/1652876013.741493_0280.jpg,0.548052,0.358555
dataset_labeled_2/1653043428.8546412_0493.jpg,0.34117,0.536704
dataset_labeled_2/1652876206.2541456_0170.jpg,0.585405,0.437573
dataset_labeled_2/1653042695.4914637_0212.jpg,0.946012,0.710542
dataset_labeled_2/1652876206.2541456_0633.jpg,0.795161,0.48211
dataset_labeled_2/1653043345.3415065_0440.jpg,0.094061,0.719162
dataset_labeled_2/1652876485.8123376_0706.jpg,0.710396,0.332695
dataset_labeled_2/1653043428.8546412_0077.jpg,0.200375,0.421769
dataset_labeled_2/1653043202.5073502_0524.jpg,0.552362,0.466306
dataset_labeled_2/1652876485.8123376_0911.jpg,0.73913,0.581241
dataset_labeled_2/1652959347.972946_0077.jpg,0.550925,0.45625
dataset_labeled_2/1652875851.3497071_0035.jpg,0.456104,0.337005
dataset_labeled_2/1652876013.741493_0489.jpg,0.181698,0.47349
dataset_labeled_2/1652876013.741493_0021.jpg,0.469034,0.368612
dataset_labeled_2/1652875901.3107166_0467.jpg,0.187445,0.599917
dataset_labeled_2/1652876206.2541456_0734.jpg,0.290886,0.388726
dataset_labeled_2/1653042775.5213027_0295.jpg,0.01648,0.55538
dataset_labeled_2/1652875901.3107166_0199.jpg,0.227672,0.45625
dataset_labeled_2/1652876206.2541456_0893.jpg,0.573912,0.351372
dataset_labeled_2/1652876485.8123376_0303.jpg,0.549488,0.605664
dataset_labeled_2/1653043345.3415065_0285.jpg,0.621322,0.447629
dataset_labeled_2/1652959347.972946_0544.jpg,0.572475,0.576931
dataset_labeled_2/1652876206.2541456_0059.jpg,0.542305,0.357119
dataset_labeled_2/1652875901.3107166_0636.jpg,0.089751,0.470616
dataset_labeled_2/1652875901.3107166_0069.jpg,0.184572,0.387289
dataset_labeled_2/1653043202.5073502_0280.jpg,0.667296,0.49935
dataset_labeled_2/1653042775.5213027_0171.jpg,0.069637,0.451939
dataset_labeled_2/1652876485.8123376_0990.jpg,0.642873,0.655948
dataset_labeled_2/1652875851.3497071_0172.jpg,0.621322,0.449066
dataset_labeled_2/1653043428.8546412_0592.jpg,0.290886,0.351372
dataset_labeled_2/1652876013.741493_0460.jpg,0.69603,0.584114
dataset_labeled_2/1652876206.2541456_0297.jpg,0.506388,0.410276
dataset_labeled_2/1652875901.3107166_0275.jpg,0.010733,0.566874
dataset_labeled_2/1652876206.2541456_0184.jpg,0.572475,0.528083
